from,to,weight
alexeymuranov,jonleighton,8
josevalim,jonleighton,22
josevalim,kennyj,1
asanghi,josevalim,22
tenderlove,dchelimsky,15
radar,tenderlove,2
vijaydev,rahul100885,1
dmathieu,vijaydev,4
bcardarella,ernie,1
bcardarella,vijaydev,1
tenderlove,bcardarella,2
gnufied,pixeltrix,2
tomstuart,josevalim,2
arunagw,tenderlove,7
joevandyk,tenderlove,3
josevalim,plentz,2
joshk,spastorino,1
parndt,paneq,1
arunagw,vijaydev,5
josevalim,nbibler,3
pixeltrix,NZKoz,1
fxn,amatsuda,2
ncri,pixeltrix,1
dmathieu,gnufied,1
vijaydev,josevalim,14
pwim,josevalim,1
tenderlove,aselder,2
fxn,dlee,18
pixeltrix,sikachu,6
spastorino,norman,6
alexeymuranov,yfeldblum,5
rkh,spastorino,2
alexeymuranov,tenderlove,6
jonleighton,marcandre,1
vijaydev,marcandre,1
alindeman,josevalim,3
gazay,josevalim,2
dmitriy-kiriyenko,josevalim,2
amatsuda,tenderlove,2
jonleighton,sikachu,6
tenderlove,Juanmcuello,2
asanghi,spastorino,2
asanghi,fxn,4
parndt,radar,2
arunagw,sferik,1
gucki,pascalbetz,1
vijaydev,avakhov,1
masterkain,guilleiguaran,2
ai,josevalim,1
jmbejar,josevalim,3
tenderlove,carhartl,1
pixeltrix,pwim,2
benedikt,jonleighton,2
radar,dmathieu,1
nertzy,josevalim,3
jmazzi,tenderlove,1
spastorino,twinturbo,1
dlee,josevalim,23
tenderlove,cgriego,7
josevalim,cgriego,2
radar,drogus,1
chriseppstein,josevalim,5
bsodmike,spastorino,2
josevalim,dchelimsky,3
dchelimsky,jeremy,1
tenderlove,twinturbo,1
vijaydev,NZKoz,1
dolzenko,guilleiguaran,1
rohit,vijaydev,1
byrnejb,tenderlove,1
josevalim,avakhov,1
dmitriy-kiriyenko,vijaydev,2
exviva,spastorino,1
parndt,dmathieu,6
jasonnoble,tenderlove,4
raghunadhd,spastorino,1
guilleiguaran,conradwt,8
josevalim,joevandyk,4
dmitriy-kiriyenko,tenderlove,1
oriolgual,jonleighton,3
asanghi,jonleighton,2
asanghi,dhh,1
chriseppstein,spastorino,5
masterkain,spastorino,1
vijaydev,masterkain,2
vijaydev,tenderlove,2
tenderlove,rhulse,4
tanelsuurhans,tenderlove,5
josevalim,rhulse,2
guilleiguaran,daniel2d2art,2
dasch,tenderlove,15
tenderlove,exviva,1
dmathieu,tenderlove,3
vijaydev,Karunakar,3
guilleiguaran,jrochkind,1
josevalim,vatrai,9
vatrai,vijaydev,1
alexeymuranov,NZKoz,4
Karunakar,spastorino,1
drbrain,spastorino,2
joneslee85,josevalim,2
josevalim,slainer68,4
tenderlove,vatrai,1
sikachu,agrobbin,3
arunagw,yahonda,1
tenderlove,smaboshe,1
jonleighton,akaspick,6
gucki,tma,1
jonleighton,dmathieu,7
josevalim,kommen,2
jonleighton,masterkain,3
henrikhodne,josevalim,1
josevalim,sferik,2
guilleiguaran,yfeldblum,1
ghost,jonleighton,1
baroquebobcat,jonleighton,3
guilleiguaran,aaronchi,1
dmitriy-kiriyenko,guilleiguaran,1
qoobaa,josevalim,5
wildchild,josevalim,2
vijaydev,dhh,1
tenderlove,mhenrixon,1
danielvlopes,josevalim,4
jrafanie,Fryguy,2
tenderlove,henrikhodne,2
tenderlove,sobrinho,3
jonleighton,bogdan,2
josevalim,lewinski,1
benedikt,josevalim,2
hone,guilleiguaran,1
spastorino,mhuggins,2
tenderlove,jasonm,3
josevalim,martinsvalin,1
josevalim,lawrencepit,4
tenderlove,sradu,1
josevalim,sbounmy,1
mauricio,ghost,2
eskila,mauricio,1
htanata,josevalim,3
HiroProt,guilleiguaran,1
josevalim,fabrik42,1
bastilian,exviva,1
joshk,emachnic,3
emachnic,spastorino,1
fxn,bradleybuda,1
bradleybuda,survili,1
survili,spastorino,1
josevalim,sunaku,4
bridgeutopia,guilleiguaran,1
dcrec1,bmorton,1
Karunakar,shlevy,1
guilleiguaran,bbenezech,2
guilleiguaran,christos,2
christos,bbenezech,2
guilleiguaran,plindelauf,1
plindelauf,mauricio,1
mauricio,guilleiguaran,2
alindeman,tc,4
guilleiguaran,andriytyurnikov,1
andriytyurnikov,maskiran,2
dasch,dmitriy-kiriyenko,3
dasch,jonleighton,8
dasch,bogdan,3
sgerrand,arunagw,2
sgerrand,fxn,1
vijaydev,scpike,2
spastorino,dcrec1,2
spastorino,ncri,7
ncri,khustochka,2
jonleighton,rizwanreza,1
carhartl,Fodoj,1
guilleiguaran,odorcicd,1
guilleiguaran,NoICE,1
NoICE,vijaydev,1
dcrec1,NoICE,1
jeremy,CloudMarc,1
CloudMarc,guilleiguaran,1
johannesh,jeremy,2
atambo,kennyj,1
josevalim,apocalyptiq,1
apocalyptiq,jeremy,1
johannesh,PsychoPhobic,1
jonleighton,stanislaw,1
guilleiguaran,robconery,2
spastorino,Gerhardk,1
Gerhardk,guilleiguaran,1
yahonda,spastorino,2
jonleighton,vkhater,1
jonleighton,jacobo,1
jeremy,mm1,1
pi3r,tibastral,1
tibastral,jeremy,1
sikachu,andriytyurnikov,1
andriytyurnikov,dcrec1,2
andriytyurnikov,jeremy,1
jeremy,dcrec1,1
thomasfedb,zhangpy,1
josevalim,mjtko,17
mjtko,thomasfedb,14
kenmazaika,ayb,1
ayb,vijaydev,1
spastorino,eostrom,1
alexeymuranov,daveyeu,1
daveyeu,jeremy,2
Empact,dotdotdotpaul,1
jonleighton,cntrytwist,8
thomasfedb,josevalim,1
abscondment,josevalim,1
mjtko,spohlenz,4
spohlenz,josevalim,14
spastorino,spohlenz,5
feroult,ayayalar,1
tenderlove,charlescui,1
charlescui,zerocap,1
zerocap,brainopia,1
fxn,josh,2
fxn,spastorino,1
joeljunstrom,szimek,1
szimek,jonleighton,3
josevalim,phuibonhoa,1
robertoles,kenmazaika,2
josevalim,nhocki,1
nhocki,guilleiguaran,2
saks,jonleighton,2
feroult,robertoles,1
robertoles,assembler,1
spastorino,avocade,4
avocade,greinacker,1
greinacker,sikachu,2
spastorino,greinacker,7
alder,IgorDobryn,1
IgorDobryn,AndriySand,1
AndriySand,dmitriy-kiriyenko,1
dmitriy-kiriyenko,dom1nga,1
dom1nga,xarimanx,1
yury,greinacker,1
greinacker,naudo,1
naudo,yury,2
yury,fpauser,1
fpauser,camoedo,1
camoedo,saks,1
saks,DuoSRX,1
DuoSRX,yury,1
yury,bbenezech,2
bbenezech,mperham,2
mperham,yury,2
guilleiguaran,gucki,2
gucki,joeljunstrom,1
joeljunstrom,Averethel,1
Averethel,josh,1
josh,nateware,1
nateware,joeljunstrom,1
joeljunstrom,greinacker,1
greinacker,josh,2
greinacker,guilleiguaran,5
josh,spohlenz,2
alexeymuranov,centipedefarmer,2
alexeymuranov,agileapplications,1
agileapplications,centipedefarmer,1
spastorino,ihower,1
dyba,tanraya,6
josevalim,zenprogrammer,9
zenprogrammer,et,1
et,spagalloco,1
spagalloco,zenprogrammer,2
vijaydev,spagalloco,1
spagalloco,jonleighton,1
jonleighton,zenprogrammer,2
spagalloco,fxn,1
fxn,zenprogrammer,2
hhansen76,fxn,1
josevalim,jrafanie,2
Fryguy,josevalim,1
arunagw,hadmut,10
hadmut,alpha123,2
guilleiguaran,hadmut,1
hadmut,johannesh,1
philspitler,spagalloco,1
guiocavalcanti,thiagodiniz,1
thiagodiniz,rodrigoalvesvieira,1
rodrigoalvesvieira,pixeltrix,1
pixeltrix,thiagodiniz,2
kenmazaika,jgadbois,5
jonleighton,jrom,2
vanderhoorn,arunagw,1
vijaydev,vanderhoorn,1
spastorino,mech,1
dmathieu,twalpole,1
twalpole,fxn,1
tenderlove,zedtux,3
avocade,feroult,2
avocade,Sush,1
Roman2K,celsodantas,1
josevalim,Ninju,1
feroult,billywatson,1
spohlenz,avocade,1
kenmazaika,yngad,9
josevalim,mattetti,3
Ninju,zenprogrammer,1
jonleighton,mickeb,1
spastorino,speaking,3
spastorino,docunext,3
mikhailov,commondream,1
vijaydev,waynn,3
pokonski,astjohn,1
guilleiguaran,spohlenz,2
dmathieu,rafamvc,1
josevalim,kimptoc,1
colindean,guilleiguaran,2
xslim,elliotcm,1
elliotcm,eMxyzptlk,1
eMxyzptlk,vijaydev,1
vijaydev,phuibonhoa,1
vijaydev,sekrett,1
AndreasWurm,edtsech,1
franckverrot,dmathieu,3
dmathieu,Alamoz,1
dmathieu,jasperkennis,1
jasperkennis,sikachu,2
josevalim,sgharms,2
sgharms,guilleiguaran,2
vijaydev,sgharms,2
unimatrixZxero,jeremy,1
guilleiguaran,Godisemo,1
Godisemo,spastorino,2
spastorino,brainopia,4
arunagw,brainopia,1
d11wtq,JeanMertz,5
d11wtq,larspind,2
RobertLowe,odorcicd,1
jonleighton,gshakir,5
gshakir,dmathieu,1
dmathieu,sjmadsen,2
parndt,yaroslav,1
yaroslav,dmathieu,1
parndt,elomarns,5
parndt,ivanvanderbyl,3
dmathieu,raldred,1
spastorino,dolzenko,1
josevalim,wvanbergen,5
wvanbergen,jonleighton,4
arunagw,kimptoc,3
kimptoc,vijaydev,2
guilleiguaran,alex3,2
alex3,spastorino,6
alex3,sikachu,2
wdiechmann,jeremy,1
jrochkind,dmathieu,4
jonleighton,mrreynolds,1
vijaydev,jaylevitt,1
jonleighton,Falcon007,2
dmathieu,rohit,1
rohit,defsdoor,8
fxn,defsdoor,2
fxn,rohit,3
arunagw,deepakprasanna,1
guilleiguaran,rhulse,8
dynaum,dmathieu,1
dmathieu,elomarns,3
guilleiguaran,BDQ,1
vijaydev,deepakprasanna,3
deepakprasanna,spastorino,5
guilleiguaran,deepakprasanna,1
guilleiguaran,chriseppstein,7
chriseppstein,kuinak,2
guilleiguaran,ansman,1
kennyj,jamestyj,2
wgf4413,marcelloma,1
marcelloma,arunagw,3
marcelloma,fcoloni,1
fcoloni,arunagw,1
nbarthelemy,guilleiguaran,3
chriseppstein,markembling,1
markembling,guilleiguaran,2
markembling,spastorino,2
igorbozato,jonleighton,1
spastorino,md5,1
sikachu,md5,1
md5,jonleighton,1
samuelkadolph,jrgifford,1
jrgifford,rsimplicio,1
rsimplicio,mauricio,1
rhulse,stakach,3
stakach,Fjan,8
Fjan,rhulse,1
tenderlove,daniel2d2art,2
samwgoldman,be9,2
be9,jweathers777,1
jweathers777,tonyc,1
tonyc,atambo,2
guilleiguaran,crankharder,4
crankharder,kennyj,2
spastorino,crankharder,1
crankharder,cgriego,9
josevalim,Peeja,9
jasonm,sorentwo,2
sorentwo,hgmnz,1
hgmnz,jasonm,4
jasonm,halogenandtoast,2
jasonm,jgn,4
jgn,hgmnz,1
sorentwo,jgn,1
jasonm,rubiety,1
rubiety,bwbuchanan,1
bwbuchanan,jdelStrother,1
jdelStrother,brokenladder,1
brokenladder,Metallord,1
guilleiguaran,airy,1
airy,eMxyzptlk,1
spastorino,joelmoss,2
guilleiguaran,ramza1,2
ramza1,spastorino,2
jsanders,pixeltrix,2
jsanders,tra,1
tra,diminish7,1
joevandyk,jonleighton,1
jonleighton,porras,2
guilleiguaran,cgriego,1
cgriego,dmathieu,2
jeremy,chadwtaylor,1
spastorino,Valve,1
jonleighton,toolmantim,2
jonleighton,ghazel,3
evserykh,lda,1
lda,jenkek,1
jenkek,evserykh,1
evserykh,XaMuT,1
XaMuT,odorcicd,1
arunagw,tanin47,3
franckverrot,kimptoc,1
jonleighton,lysenko,2
lysenko,NZKoz,3
jonleighton,NZKoz,1
exviva,greinacker,1
greinacker,tenderlove,1
tenderlove,jabberwock,1
bcardarella,alindeman,1
alindeman,vijaydev,1
asanghi,PatrickMa,1
jonleighton,luislavena,4
greinacker,mjtko,9
mjtko,luislavena,1
luislavena,spastorino,2
sikachu,mjtko,1
jonleighton,btelles,1
btelles,shwoodard,1
shwoodard,brianmario,1
spastorino,pierol,9
spastorino,indirect,2
pierol,guilleiguaran,3
pierol,tenderlove,1
pierol,josevalim,1
guilleiguaran,guillermo,1
guillermo,kennyj,1
kennyj,pierol,10
kennyj,rails-learner,1
rails-learner,spastorino,1
spastorino,sars,1
TimothyKlim,new2,1
new2,edgarjs,1
spastorino,rhulse,10
rhulse,alex3,6
alex3,josh,2
nickhoffman,spastorino,3
guilleiguaran,ockonor,3
alex3,tamizhan,3
tamizhan,Elland,1
spastorino,raybaxter,3
smartinez87,fxn,2
fxn,jaylevitt,4
guilleiguaran,sreid99,3
sreid99,spastorino,3
guilleiguaran,rzhw,11
rzhw,spastorino,3
spastorino,lautis,1
lautis,rzhw,1
vijaydev,yigitsadic,1
libo,fxn,1
smartinez87,edgarjs,3
edgarjs,dasch,4
pixeltrix,sankaranarayanan,3
sankaranarayanan,jonleighton,1
vijaydev,stevenringo,1
arunagw,Mik-die,2
arunagw,guangnan,3
vijaydev,dmke,3
tenderlove,rsutphin,3
rsutphin,kir,1
vijaydev,astrostl,1
guilleiguaran,lucascaton,1
lucascaton,jweslley,2
jweslley,siong1987,1
siong1987,samuelkadolph,2
guilleiguaran,jweslley,1
tenderlove,giniedp,4
vijaydev,wireframe,3
guilleiguaran,doabit,1
doabit,tarikjn,1
tarikjn,jweslley,1
vijaydev,rhulse,1
dmathieu,joshnesbitt,1
arunagw,christianblais,5
arunagw,asanghi,2
asanghi,christianblais,4
jeremyevans,jgchristopher,1
jgchristopher,xaviershay,1
xaviershay,gucki,1
gucki,joevandyk,1
joevandyk,crawlik,1
dmathieu,derekprior,1
cgriego,jeremyevans,3
masterkain,sreid99,3
sreid99,yfeldblum,1
jonleighton,rsim,8
dmathieu,strzalek,1
strzalek,joeljunstrom,4
arunagw,noefroidevaux,2
rhulse,spohlenz,2
jonleighton,robgleeson,1
spohlenz,betelgeuse,1
betelgeuse,tarikjn,1
tarikjn,spohlenz,1
ansman,carhartl,1
arunagw,vpereira,1
muxcmux,flop,1
flop,rickclare,4
flop,guilleiguaran,2
flop,gucki,1
gucki,spastorino,8
gucki,avocade,1
dmathieu,sergii-tkachenko,1
sergii-tkachenko,josevalim,1
josevalim,sreid99,3
rickclare,baksheev,1
baksheev,aaronchi,1
guilleiguaran,kmcbride,1
kmcbride,netronix,1
netronix,tonycoco,1
tonycoco,guilleiguaran,1
arunagw,nhocki,1
jeremyevans,tenderlove,1
pixeltrix,davisre,1
jonleighton,andmej,5
jonleighton,diragor,4
tenderlove,jaredonline,4
jaredonline,tieleman,2
jaredonline,spastorino,1
pixeltrix,olivierlacan,1
jonleighton,dmitriy-kiriyenko,6
dmitriy-kiriyenko,rsim,1
andmej,jaylevitt,1
josh,aaronchi,1
aaronchi,kirs,1
kirs,joeljunstrom,1
joeljunstrom,guilleiguaran,1
guilleiguaran,kirs,1
pixeltrix,andriytyurnikov,7
tenderlove,GutenYe,1
alanhogan,paulca,4
paulca,dmathieu,2
paulca,siong1987,1
siong1987,p,1
p,alanhogan,1
paulca,tilsammans,1
tilsammans,geoffgarside,1
spastorino,hooopo,1
guilleiguaran,pmq20,1
pmq20,hooopo,2
pmq20,spastorino,1
lautis,guilleiguaran,5
vijaydev,biow0lf,2
marcofognog,jbbarth,1
spastorino,siong1987,2
spastorino,FestivalBobcats,1
FestivalBobcats,siong1987,3
siong1987,guilleiguaran,1
guilleiguaran,FestivalBobcats,5
FestivalBobcats,chicks,1
franckverrot,dchelimsky,1
wildchild,samuelkadolph,2
vijaydev,agrussellknives,1
vijaydev,mitio,2
fxn,mitio,1
swanandp,spieker,1
spieker,dmathieu,2
tanin47,kritik,9
alexeymuranov,TuftsIS,1
TuftsIS,spastorino,1
dolzenko,jonkessler,1
jonkessler,dtognazzini,1
dasch,vijaydev,3
guilleiguaran,dasch,4
dasch,spastorino,5
arunagw,dasch,6
flippingbits,tieleman,1
tieleman,tenderlove,1
drogus,eloyesp,1
amatsuda,route,1
jmileham,jonleighton,2
vijaydev,jdelStrother,1
pixeltrix,butcher,1
butcher,fxn,1
fxn,biow0lf,2
fxn,BMorearty,1
pboling,tenderlove,1
tenderlove,avdi,1
avdi,josevalim,1
josevalim,jgaskins,1
tenderlove,sferik,1
sferik,YenTheFirst,2
YenTheFirst,tenderlove,2
sferik,kstephens,1
kstephens,alexeymuranov,1
NZKoz,sferik,2
alexeymuranov,YenTheFirst,1
jamesarosen,tenderlove,4
jamesarosen,dnagir,1
dnagir,gcv,1
gcv,spohlenz,3
spohlenz,dmathieu,1
siong1987,pixeltrix,1
pixeltrix,dmajda,2
pixeltrix,dasch,5
pixeltrix,Slotos,1
spastorino,luckydev,4
dmathieu,NARKOZ,1
NARKOZ,terrcin,1
terrcin,dasch,1
josevalim,ivanvanderbyl,1
ivanvanderbyl,malclocke,2
parndt,fl00r,1
fl00r,twe4ked,1
twe4ked,guilleiguaran,1
guilleiguaran,ivanvanderbyl,1
vijaydev,ivanvanderbyl,3
ivanvanderbyl,MikeRuby,1
MikeRuby,luckydev,1
luckydev,jacobdam,1
jacobdam,fajrif,1
fajrif,elomarns,1
vijaydev,god,1
god,tkrajcar,1
tkrajcar,lsylvester,1
lsylvester,siong1987,1
tenderlove,cfis,3
ernie,aselder,1
istvanp,chrismealy,1
chrismealy,foohey,1
foohey,Elland,1
Elland,aneziocampos,1
aneziocampos,runeroniek,1
runeroniek,raonibr,1
raonibr,tycooon,1
tycooon,justindell,1
justindell,bhavinkamani,1
bhavinkamani,istvanp,1
istvanp,celsodantas,1
celsodantas,triendeau,1
triendeau,rafamvc,1
rafamvc,fedesoria,1
fedesoria,guilleiguaran,1
guilleiguaran,gferraz,1
gferraz,tmeasday,1
tmeasday,whatcould,1
whatcould,kaluznyo,1
kaluznyo,hiphapis,1
hiphapis,shadowbq,1
shadowbq,sars,1
sars,karlfreeman,1
karlfreeman,evgenyneu,1
evgenyneu,foohey,1
foohey,ffissore,1
ffissore,et,1
et,atambo,1
atambo,mperham,1
mperham,auxout,1
cschneid,jonleighton,1
jonleighton,emschwar,1
emschwar,ernie,2
dasch,jasherai,2
arunagw,indirect,1
indirect,vijaydev,1
ognevsky,marceldegraaf,1
guilleiguaran,martkaru,1
martkaru,indrekj,1
fxn,luckydev,2
dasch,jfirebaugh,1
jfirebaugh,bartocc,1
bartocc,jackdempsey,1
dasch,vrinek,1
vrinek,dmathieu,2
pixeltrix,codesnik,5
codesnik,cairo140,1
brianmario,dasch,1
dasch,icco,2
icco,minikomi,2
dasch,knightlabs,1
knightlabs,dmathieu,1
dmathieu,icco,3
josevalim,karlseguin,1
dmathieu,tilsammans,1
lmars,vijaydev,1
vijaydev,jonleighton,1
vijaydev,ognevsky,1
fxn,asmega,2
asmega,vijaydev,2
thatRD,13k,3
thatRD,mperrando,2
mperrando,13k,1
al,vijaydev,3
dasch,ingeniarius,1
erwin,josh,1
josh,dynamic50,1
dynamic50,erwin,2
dynamic50,kirs,1
kirs,JangoSteve,1
fabiokr,alexeymuranov,1
alexeymuranov,joeljunstrom,2
alexeymuranov,matthewbga,1
matthewbga,arunagw,1
spastorino,y8,4
guilleiguaran,ncri,12
rodrigopinto,Sylvain,2
siong1987,keymone,1
dmathieu,marcgg,1
josevalim,centipedefarmer,1
centipedefarmer,jonleighton,1
luislavena,josevalim,1
guilleiguaran,joeellis,2
ncri,josh,4
dasch,sandstrom,1
guilleiguaran,rails-noob,4
rails-noob,spastorino,4
rails-noob,arunagw,2
rails-noob,trevor,1
pixeltrix,iHiD,2
iHiD,matsimitsu,1
josevalim,jhtwong,13
jhtwong,cfis,1
cfis,CasualNetworks,3
josevalim,JangoSteve,5
tenderlove,kamui,17
kamui,jmazzi,1
tenderlove,ncri,4
pixeltrix,kamui,1
kamui,ncri,11
ncri,stevenharman,1
stevenharman,jmazzi,1
jmazzi,ncri,1
tenderlove,NoICE,4
NoICE,hone,1
hone,kamui,1
tenderlove,lichtamberg,1
lichtamberg,kamui,1
kamui,metaskills,1
metaskills,lichtamberg,2
metaskills,tenderlove,16
metaskills,josh,1
kamui,arbarlow,3
arbarlow,ncri,3
ncri,smparkes,2
smparkes,tenderlove,3
smparkes,NZKoz,2
ncri,masterkain,1
masterkain,arbarlow,1
arbarlow,NoICE,1
NoICE,NZKoz,1
tenderlove,arbarlow,2
arbarlow,smparkes,1
smparkes,guilleiguaran,1
guilleiguaran,arbarlow,1
kamui,guilleiguaran,2
smparkes,kamui,6
smparkes,rhulse,1
JangoSteve,tenderlove,2
mguterl,tsaleh,1
tsaleh,bartocc,2
tsaleh,raggi,1
raggi,mguterl,1
mguterl,hecticjeff,3
bogdan,vijaydev,2
vijaydev,tilsammans,1
spastorino,schovi,1
schovi,flop,1
flop,spastorino,1
smaboshe,alindeman,1
alexeymuranov,german,6
alexeymuranov,sikachu,1
sikachu,german,1
alexeymuranov,dmathieu,2
german,Bodacious,1
Bodacious,alexeymuranov,1
tenderlove,titanous,2
tenderlove,flavorjones,2
jonleighton,gucki,4
bennytheshap,trek,1
arunagw,jdutil,1
spastorino,htanata,1
spastorino,josh,2
spastorino,elstudio,2
elstudio,josh,1
elstudio,ncri,2
lautis,elstudio,2
lautis,ncri,1
NZKoz,lautis,1
NZKoz,elstudio,1
ncri,rhulse,4
rhulse,lautis,3
arunagw,hjuskewycz,1
franckverrot,alexeymuranov,1
josevalim,franckverrot,6
tpo,arunagw,1
sikachu,BrentWheeldon,1
BrentWheeldon,josevalim,3
josevalim,abernardes,1
abernardes,BrentWheeldon,1
jonleighton,jbescoyez,4
joevandyk,pixeltrix,6
joevandyk,nodakjones,2
sars,tscolari,4
sars,donaldpiret,1
donaldpiret,tscolari,1
tscolari,Fjan,1
Fjan,justinwiley,1
justinwiley,joselo,1
joselo,zenprogrammer,1
zenprogrammer,yfeldblum,1
yfeldblum,Fjan,2
masterkain,dmitriy-kiriyenko,1
dmitriy-kiriyenko,lostinpatterns,1
matpowel,spastorino,1
tenderlove,asanghi,1
lucianocosta,gucki,1
gucki,lukaseppler,1
dmathieu,charliesome,4
charliesome,smaboshe,1
smaboshe,dmathieu,1
gucki,bensomers,2
bensomers,vijaydev,2
waynn,spastorino,7
adamcrown,gsterndale,3
spastorino,grzuy,1
matthuhiggins,mattwynne,1
mattwynne,pjammer,2
eMxyzptlk,jonleighton,1
dmathieu,tobsch,1
d11wtq,kira-corina,1
kira-corina,larspind,1
d11wtq,macmartine,1
gucki,kamui,2
tenderlove,rmm5t,1
dmathieu,LogiBogi,3
kamui,mdi,1
rupurt,toddboom,1
toddboom,idoru,1
idoru,jasonnoble,1
gucki,fxn,5
arunagw,ncri,3
ncri,myronmarston,8
myronmarston,tenderlove,4
slayer,fxn,1
fxn,mirasrael,1
nbibler,stevenhaddox,1
stevenhaddox,Optimiza,1
Optimiza,mauriciodeamorim,1
mauriciodeamorim,RalfieRoo,1
RalfieRoo,s2k,1
khr128,arunagw,1
tenderlove,dwaller,1
josh,dmitriy-kiriyenko,1
spastorino,postmodern,4
tenderlove,joshk,3
joshk,sferik,1
josevalim,valakirka,1
vijaydev,GBH,1
GBH,spastorino,3
wildchild,diegorv,1
Bodacious,tenderlove,3
Bodacious,bschaeffer,2
josh,giga,1
giga,snelson,1
snelson,adamcrown,1
adamcrown,spastorino,2
adamcrown,guilleiguaran,6
josevalim,adamcrown,2
jonleighton,bradphelan,1
jasonhutchens,jonleighton,1
jonleighton,matpowel,2
petebrowne,robmathews,1
tenderlove,knewter,3
fxn,Mochaleaf,3
iconoclast,iain,1
iain,andmej,1
andmej,charly,1
charly,dmitriy-kiriyenko,1
dmitriy-kiriyenko,andmej,3
jonleighton,hooopo,1
hooopo,exviva,1
exviva,andmej,1
andmej,guilleiguaran,1
jonleighton,nhocki,1
nhocki,andmej,1
dmitriy-kiriyenko,aratak,3
spastorino,gaeldeest,1
vijaydev,cnicolaou,3
cnicolaou,guilleiguaran,1
vatrai,fxn,1
dmathieu,Arsen7,1
ai,tenderlove,1
spastorino,ai,1
ai,guilleiguaran,11
bobtown,cfeist,1
jonleighton,tilsammans,1
tilsammans,tenderlove,1
tenderlove,baroquebobcat,1
guilleiguaran,darix,2
darix,spastorino,5
nbibler,sunaku,3
nbibler,bensie,1
bensie,sunaku,1
nbibler,jeremy,1
spastorino,bcardarella,3
bcardarella,jackdempsey,1
jackdempsey,joeytheman,1
joeytheman,josh,1
tenderlove,lsylvester,1
lsylvester,josevalim,1
spastorino,bdurand,1
dmathieu,rubychan,1
rubychan,nel,1
thoefer,josevalim,12
tenderlove,samuelkadolph,1
