from,to,weight
kgilpin,dividedmind,3
dividedmind,pixeltrix,3
pixeltrix,kgilpin,2
Exoth,senny,11
senny,edogawaconan,3
chancancode,egilburg,2
egilburg,dwilkie,1
prathamesh-sonpatki,steveklabnik,13
steveklabnik,senny,67
senny,jhawthorn,1
jhawthorn,pftg,1
senny,bobbdelsol,1
fxn,schneems,7
myitcv,senny,2
pftg,flexoid,2
rafaelfranca,Intrepidd,1
ai,ognevsky,1
ognevsky,SeTeM,1
SeTeM,pftg,1
pftg,kirs,1
kirs,indirect,5
kirs,rafaelfranca,6
rafaelfranca,indirect,3
robin850,razielgn,3
mekishizufu,senny,1
josevalim,rajcybage,1
vipulnsward,egilburg,10
SamSaffron,josevalim,3
SamSaffron,senny,1
senny,tomyuk,1
mattdbridges,marksim,1
marksim,calebthompson,1
calebthompson,carlosantoniodasilva,2
calebthompson,schneems,2
calebthompson,robin850,1
fxn,zzak,8
acook,rthbound,1
rthbound,carlosantoniodasilva,2
rthbound,robin850,2
rthbound,rafaelfranca,1
brickattack,rafaelfranca,5
rafaelfranca,alejandrogutierrez,4
steveklabnik,egilburg,5
egilburg,Mik-die,1
Mik-die,rafaelfranca,6
Mik-die,pftg,2
JonRowe,carlosantoniodasilva,4
carlosantoniodasilva,lukeroberts1990,1
lukeroberts1990,devaroop,1
prathamesh-sonpatki,suginoy,2
suginoy,senny,4
kares,seemack,1
seemack,atambo,1
atambo,robin850,1
carlosantoniodasilva,jtomasrl,3
zekefast,joecannatti,1
joecannatti,rafaelfranca,1
rafaelfranca,benolee,1
benolee,Ben-M,1
Ben-M,greyblake,1
greyblake,sikachu,4
pftg,thibaudgg,1
thibaudgg,rafaelfranca,3
egilburg,josevalim,3
egilburg,yyyc514,1
yyyc514,Senjai,1
Senjai,Alamoz,1
Alamoz,schuetzm,1
schuetzm,Senjai,1
fxn,xta,2
senny,xta,2
guilleiguaran,carlosantoniodasilva,7
steveklabnik,gaurish,10
gaurish,guilleiguaran,6
guilleiguaran,UncleGene,1
guilleiguaran,scaryguy,4
nashby,Linuus,1
pftg,UncleGene,1
UncleGene,robin850,1
rafaelfranca,UncleGene,17
pftg,arunagw,13
senny,metaskills,1
metaskills,yahonda,4
yahonda,senny,6
vipulnsward,Empact,2
fxn,prathamesh-sonpatki,28
pftg,josevalim,13
josevalim,PavelPenkov,1
PavelPenkov,pftg,1
pftg,pawel2105,2
pawel2105,prathamesh-sonpatki,2
pftg,guilleiguaran,1
zzak,bitaxis,3
carlosantoniodasilva,jonkessler,1
pixeltrix,mikeadmire,1
mikeadmire,andrewtabit,1
pftg,brendon,4
pftg,carlosantoniodasilva,15
carlosantoniodasilva,brendon,1
pawel2105,steveklabnik,1
jackxxu,egilburg,1
egilburg,jeremy,3
jeremy,jackxxu,1
esad,pftg,1
senny,pixeltrix,69
prathamesh-sonpatki,mikeadmire,2
robin850,bitaxis,1
bitaxis,steveklabnik,1
senny,grokse,1
grokse,te-chris,1
te-chris,structuralartistry,1
senny,onlymejosh,9
guilleiguaran,onlymejosh,1
robin850,kramerdog,1
kramerdog,senny,12
victordfb,guilleiguaran,1
guilleiguaran,radar,2
rafaelfranca,huoxito,1
huoxito,radar,4
huoxito,thedarkone,1
thedarkone,radar,1
radar,Lordnibbler,1
Lordnibbler,dunric,1
dunric,radar,1
chrisbloom7,prathamesh-sonpatki,1
carlosantoniodasilva,robertomiranda,1
robertomiranda,guilleiguaran,6
guilleiguaran,spastorino,4
jeremy,gzohari,1
gzohari,robin850,7
benedikt,anime4christ,1
pftg,mdlawrenceusa,1
benissimo,ginkel,1
ginkel,kares,1
pftg,schneems,4
schneems,reggieb,1
reggieb,robin850,3
robin850,schneems,1
fxn,reggieb,1
senny,yakko,11
al2o3cr,grahamjenson,2
al2o3cr,gaurish,1
gaurish,grahamjenson,1
steveklabnik,calebthompson,6
calebthompson,senny,1
josevalim,betesh,1
betesh,steveklabnik,2
betesh,bweikulrich,1
pftg,beerlington,4
pftg,sgrif,1
sgrif,Intrepidd,1
Intrepidd,greinacker,2
pftg,ka8725,1
rajcybage,carlosantoniodasilva,4
rajcybage,robin850,5
zzak,rajcybage,1
egilburg,sarenji,1
sarenji,sgrif,1
zzak,steveklabnik,2
egilburg,pithyless,1
pithyless,sgrif,2
Empact,Havenwood,7
Havenwood,egilburg,5
egilburg,Empact,2
steveklabnik,dchelimsky,7
josevalim,eladmeidar,1
eladmeidar,mhuggins,2
eladmeidar,dmathieu,2
eladmeidar,steveklabnik,2
steveklabnik,x3qt,1
x3qt,miry,3
x3qt,robin850,3
x3qt,guilleiguaran,1
guilleiguaran,miry,1
steveklabnik,prijutme4ty,4
josevalim,razielgn,1
razielgn,steveklabnik,8
josevalim,tpalsulich,1
pftg,AJ-Acevedo,2
AJ-Acevedo,steveklabnik,13
arunagw,guilleiguaran,3
gaurish,atambo,7
al2o3cr,senny,7
vipulnsward,carlosantoniodasilva,28
mbhnyc,amasses,1
amasses,mhuggins,2
amasses,egilburg,1
egilburg,gaurish,1
pftg,farnoy,1
farnoy,estsauver,2
farnoy,thibaudgg,3
dasch,schneems,7
dasch,rafaelfranca,20
vipulnsward,chocoby,1
chocoby,senny,1
senny,Gustavo,1
Gustavo,chocoby,1
steveklabnik,vipulnsward,23
steveklabnik,radar,3
robgleeson,dbussink,1
dbussink,baroquebobcat,1
baroquebobcat,robgleeson,1
GeekOnCoffee,spastorino,1
robin850,etipton,1
etipton,rafaelfranca,1
egilburg,tenderlove,2
tenderlove,vipulnsward,9
sadjow,pftg,1
steveklabnik,sadjow,8
estsauver,tkrotoff,1
nijikon,senny,5
senny,tolgap,4
senny,yaotti,1
steveklabnik,arnaldodg,1
arnaldodg,gregmolnar,6
gaurish,arunagw,5
arunagw,steveklabnik,15
gaurish,headius,2
steveklabnik,phantummm,1
atambo,hardbap,1
pftg,artempartos,1
artempartos,senny,1
egilburg,pixeltrix,4
pixeltrix,artempartos,1
prathamesh-sonpatki,pftg,6
pftg,mfriedma,3
parndt,senny,9
senny,jeremy,8
effektz,pinbot,2
effektz,bradleypriest,1
njakobsen,robin850,3
prathamesh-sonpatki,edogawaconan,2
edogawaconan,grosser,1
grosser,robin850,5
robin850,edogawaconan,1
edogawaconan,spastorino,1
spastorino,tenderlove,3
tenderlove,edogawaconan,1
robin850,yoazt,2
dmathieu,jasiek,1
pftg,versioncontrol,5
senny,versioncontrol,2
dnagir,versioncontrol,2
pftg,printercu,1
printercu,schneems,2
grosser,pftg,4
pftg,dmathieu,10
shipstar,steveklabnik,2
shipstar,pixeltrix,2
shipstar,tinylox,1
tinylox,pixeltrix,1
steveklabnik,carlosantoniodasilva,43
benhamill,versioncontrol,2
benhamill,egilburg,1
egilburg,versioncontrol,1
pftg,benhamill,1
nijikon,dnagir,1
dnagir,dmathieu,1
dmathieu,benhamill,2
rafaelfranca,garysweaver,2
rafaelfranca,atambo,6
pftg,timruffles,2
rafaelfranca,mhuggins,4
thedarkone,jridgewell,8
thedarkone,josh-lauer,1
josh-lauer,timrosenblatt,1
timrosenblatt,jridgewell,1
jridgewell,rafaelfranca,2
steveklabnik,f3ndot,1
rafaelfranca,sekrett,3
sekrett,pftg,9
pftg,ryog,1
pftg,zilkey,2
hasanove,egilburg,2
guilleiguaran,bughit,1
bughit,rafaelfranca,6
guilleiguaran,indirect,1
indirect,bughit,5
steveklabnik,indirect,3
pftg,jamesaanderson,2
rafaelfranca,jamesaanderson,1
pftg,gaurish,6
rafaelfranca,vakahnke,1
rafaelfranca,rmm5t,8
pixeltrix,nishantmodak,2
rafaelfranca,bradly,2
rafaelfranca,mfn,1
mfn,bradly,1
bradly,spinlock99,1
guilleiguaran,anildigital,1
anildigital,rafaelfranca,1
rafaelfranca,BanzaiMan,1
BanzaiMan,gaurish,1
atambo,guilleiguaran,4
gzohari,pixeltrix,8
rafaelfranca,tkhr,1
tkhr,takehiro,1
senny,iainbeeston,1
iainbeeston,rafaelfranca,1
egilburg,Alamoz,2
Alamoz,homakov,4
Alamoz,waynerobinson,3
Alamoz,jcoglan,1
jcoglan,steveklabnik,1
steveklabnik,homakov,7
homakov,bradleybuda,3
homakov,jcoglan,3
jcoglan,bradleybuda,1
Alamoz,NZKoz,8
waynerobinson,homakov,1
NZKoz,waynerobinson,14
waynerobinson,bradleybuda,1
bradleybuda,NZKoz,1
NZKoz,mastahyeti,11
waynerobinson,mastahyeti,1
mastahyeti,egilburg,1
egilburg,nealharris,1
nealharris,steveklabnik,2
steveklabnik,jmazzi,1
jmazzi,NZKoz,1
NZKoz,homakov,7
homakov,egilburg,1
sergiocampama,chancancode,6
rafaelfranca,sergiocampama,3
jeremy,sergiocampama,13
steveklabnik,yuki24,1
senny,gaurish,5
Zielak,sr-rolando,1
rafaelfranca,andyh,2
rafaelfranca,KevinSjoberg,4
pftg,nTraum,2
tenderlove,tinylox,3
tenderlove,drbrain,2
tinylox,drbrain,2
rafaelfranca,drjbyrne,3
drjbyrne,robin850,2
rafaelfranca,jrdioko,4
rafaelfranca,nathanstitt,3
nathanstitt,steveklabnik,3
miry,pftg,4
nfm,Daxter,1
steveklabnik,fschwahn,3
rafaelfranca,prathamesh-sonpatki,9
prathamesh-sonpatki,arunagw,4
steveklabnik,headius,1
headius,anildigital,1
anildigital,steveklabnik,2
anildigital,gaurish,1
arunagw,rafaelfranca,47
pftg,satococoa,2
carlosantoniodasilva,dmathieu,4
dmathieu,xcambar,1
rafaelfranca,d-Pixie,1
d-Pixie,ptoomey3,2
d-Pixie,josevalim,2
josevalim,schneems,6
rafaelfranca,zenspider,1
zenspider,steveklabnik,3
steveklabnik,bricker,1
arunagw,Shahor,2
arunagw,ugisozols,1
ugisozols,Shahor,1
zzak,Hortelah,1
Hortelah,steveklabnik,1
dmathieu,suzannehamilton,4
kelvinst,rafaelfranca,1
schneems,rafaelfranca,22
rafaelfranca,jaggederest,5
beerlington,Nthalk,2
beerlington,rafaelfranca,1
tomrossi7,rafaelfranca,1
rafaelfranca,bobbdelsol,1
bobbdelsol,pftg,3
dmathieu,gsamokovarov,2
egilburg,gsamokovarov,1
gsamokovarov,miry,1
miry,spastorino,1
guilleiguaran,gsamokovarov,5
gsamokovarov,spastorino,3
raspo,rafaelfranca,1
pixeltrix,antpaw,3
pixeltrix,versioncontrol,1
versioncontrol,antpaw,3
arunagw,pseidemann,3
arunagw,AJ-Acevedo,2
pixeltrix,arunagw,11
josevalim,wangjohn,13
egilburg,MatthewWear,2
rafaelfranca,MatthewWear,5
MatthewWear,jpgarcia,1
robin850,emre-basala,1
emre-basala,pftg,2
steveklabnik,hnakamur,2
pixeltrix,fxn,3
fxn,hnakamur,2
carlosantoniodasilva,davidpiegza,1
davidpiegza,prathamesh-sonpatki,2
schneems,senny,19
senny,neerajdotname,42
schneems,guilleiguaran,6
arunagw,raspo,1
raspo,prathamesh-sonpatki,3
farleyknight,lkananowicz,3
rafaelfranca,dhh,9
dhh,pawel2105,2
sorentwo,urbanautomaton,1
urbanautomaton,senny,1
fxn,urbanautomaton,4
sergiocampama,mikestone,6
edelbrp,thedarkone,1
sorentwo,gzohari,1
guilleiguaran,Nerian,1
Nerian,mekishizufu,2
schneems,pixeltrix,6
pixeltrix,AzizLight,4
carlosantoniodasilva,phstc,1
sorah,josevalim,1
arunagw,gustavolobo,1
pftg,spajus,1
bughit,kennyj,2
robin850,Swooop,7
Swooop,senny,1
pftg,rbndrsn1980,1
rajcybage,pseidemann,1
pftg,Thermatix,1
Thermatix,steveklabnik,2
arunagw,fxn,14
dmathieu,prathamesh-sonpatki,2
prathamesh-sonpatki,Thermatix,1
Thermatix,dmathieu,2
miry,drogus,1
drogus,robin850,4
robin850,xcambar,1
xcambar,kpassa,1
dmathieu,robin850,1
robin850,pavelpower,1
pavelpower,dmathieu,1
dmathieu,pixeltrix,4
pixeltrix,guilleiguaran,4
guilleiguaran,dmathieu,3
dmathieu,vipulnsward,5
rafaelfranca,bballer320xu,7
bballer320xu,seanfreiburg,1
seanfreiburg,kassio,1
akaspick,sergiocampama,1
sergiocampama,robin850,2
rafaelfranca,jasiek,6
jasiek,pftg,6
pftg,phstc,4
trevorturk,schneems,9
trevorturk,pixeltrix,1
pixeltrix,bkapicka,2
bkapicka,schneems,2
carlosantoniodasilva,jasiek,1
egilburg,jasiek,1
rafaelfranca,versioncontrol,2
versioncontrol,steveklabnik,1
pftg,remiuz,1
rafaelfranca,tomekw,2
rafaelfranca,jasonhutchens,1
jasonhutchens,robin850,1
rafaelfranca,tuxjobs,1
tuxjobs,gaurish,1
steveklabnik,betelgeuse,3
betelgeuse,atambo,1
atambo,kares,1
kares,gaurish,3
gaurish,chenghung,1
chenghung,vipulnsward,1
xaviershay,rafaelfranca,2
xaviershay,jimjh,2
xaviershay,tenderlove,1
tenderlove,jimjh,1
carlosantoniodasilva,fxn,11
fxn,behe,2
fxn,miry,6
ankit8898,carlosantoniodasilva,3
pixeltrix,htanata,1
senny,gzohari,1
rafaelfranca,Peeja,2
rafaelfranca,derekprior,5
derekprior,gaurish,1
spastorino,zzak,2
pftg,leckylao,2
zzak,gaurish,1
gaurish,spastorino,1
rafaelfranca,kimchouard,1
rafaelfranca,joelcogen,1
joelcogen,pftg,3
dmathieu,schmurfy,5
rafaelfranca,ThomasSevestre,3
ThomasSevestre,dmathieu,1
senny,prusswan,1
prusswan,pftg,2
rafaelfranca,tmaier,1
tmaier,senny,1
rafaelfranca,mattdbridges,6
mattdbridges,zzak,1
rafaelfranca,90yukke,2
jure,drogus,1
steveklabnik,drogus,3
