from,to,weight
simi,guilleiguaran,4
guilleiguaran,kennyj,3
kennyj,simi,4
steveklabnik,khoan,1
spastorino,rajcybage,1
rajcybage,prathamesh-sonpatki,1
prathamesh-sonpatki,ineu,1
ineu,pftg,1
senny,skammer,2
vipulnsward,rwz,1
rwz,dmathieu,1
rafaelfranca,kaspth,8
wangjohn,robin850,5
wangjohn,egilburg,3
egilburg,spastorino,2
spastorino,robin850,1
ssimeonov,senny,3
senny,drogus,2
drogus,ssimeonov,3
robin850,bughit,1
bughit,iwiznia,1
iwiznia,AsafGartner,1
drogus,ruckc,3
ruckc,roderickvd,1
drogus,orslumen,1
senny,Karunakar,1
Karunakar,pftg,5
pftg,dpickett,1
dpickett,gaurish,1
gaurish,drogus,2
senny,bughit,2
bughit,pftg,3
drogus,Empact,8
ssimeonov,steveklabnik,3
sorentwo,jcaudle,1
jcaudle,steveklabnik,1
steveklabnik,NZKoz,7
NZKoz,Empact,1
Empact,tandem-softworks,9
tandem-softworks,drogus,3
drogus,carlosantoniodasilva,3
senny,ruckc,1
ruckc,leehambley,1
steveklabnik,Empact,4
wakim5000e,bqf2000,1
bqf2000,prathamesh-sonpatki,1
schneems,mking,2
guilleiguaran,mking,1
mking,senny,1
schneems,MikeSilvis,1
pftg,nashby,1
prathamesh-sonpatki,gaurish,5
mattdbridges,egilburg,10
egilburg,prathamesh-sonpatki,1
prathamesh-sonpatki,schneems,2
gaurish,schneems,2
carlosantoniodasilva,lucasmazza,1
lucasmazza,josevalim,1
josevalim,gaurish,2
drogus,schneems,3
alecslupu,prathamesh-sonpatki,4
alecslupu,steveklabnik,1
schneems,ssimeonov,2
senny,Madumo,1
josevalim,karlfreeman,1
sorentwo,NZKoz,1
senny,Intrepidd,5
steveklabnik,jimjh,1
jimjh,gaurish,1
senny,nishantmodak,6
senny,d-Pixie,1
senny,thedarkone,1
thedarkone,tenderlove,2
pftg,nathanvda,3
pftg,jarl-dk,1
jarl-dk,Maxim-Filimonov,1
Maxim-Filimonov,leiyangyou,1
leiyangyou,pftg,1
jarl-dk,nathanvda,2
nathanvda,robin850,1
robin850,jarl-dk,2
arunagw,raysrashmi,1
raysrashmi,dmathieu,1
dmathieu,fxn,1
fxn,raysrashmi,1
brixen,carlosantoniodasilva,1
steveklabnik,brixen,2
rafaelfranca,rajeevkannav,1
rajeevkannav,senny,1
dmathieu,senny,2
senny,maratvmk,1
pftg,ankit8898,4
ankit8898,rafaelfranca,11
ankit8898,senny,4
steveklabnik,ankit8898,3
zzak,jasonnoble,2
jasonnoble,robin850,2
senny,henrikhodne,4
sorentwo,alno,2
carlosantoniodasilva,hongliang-goudou,1
hongliang-goudou,rafaelfranca,4
hongliang-goudou,guilleiguaran,2
pixeltrix,bogdan,7
senny,bvogel,1
bvogel,robin850,3
guilleiguaran,bvogel,1
robin850,amro,1
pivotalforks,vipulnsward,1
pixeltrix,pivotalforks,1
senny,kennyj,22
pftg,lister,1
lister,sergiocampama,1
senny,arsemyonov,1
senny,simi,9
tenderlove,rajcybage,1
rajcybage,Empact,1
sorentwo,antonio,6
antonio,rafaelfranca,3
rafaelfranca,sorentwo,3
kennyj,matiasbattocchia,1
senny,trevorturk,2
dhh,dasch,2
dhh,schneems,1
pftg,9d4psq2hs4,2
guilleiguaran,prathamesh-sonpatki,1
steveklabnik,sbagdat,1
inopinatus,alejomongua,4
inopinatus,dmathieu,2
dmathieu,alejomongua,1
alejomongua,mfilej,1
mfilej,dmathieu,1
inopinatus,drefined,1
drefined,robin850,1
robin850,inopinatus,1
inopinatus,heeton,1
heeton,tmkasun,1
tmkasun,chriserik,1
chriserik,inopinatus,1
inopinatus,dworzanski,1
dworzanski,ferdinandsalis,1
ferdinandsalis,monzou,1
monzou,tkoenig,1
tkoenig,meleyal,1
meleyal,x3qt,1
x3qt,aquajach,1
aquajach,inopinatus,1
inopinatus,zacstewart,1
wangjohn,lucasmazza,2
rafaelfranca,nberger,1
senny,spastorino,2
spastorino,MSch,1
MSch,fxn,1
senny,AvnerCohen,1
pftg,spastorino,3
yalab,senny,7
senny,acapilleri,6
acapilleri,robin850,1
pixeltrix,potatoboy2,1
guilleiguaran,evangoer,1
kennyj,spastorino,1
steveklabnik,simi,9
senny,kuroda,1
kuroda,tigrish,1
tigrish,senny,2
senny,svoboda-jan,1
svoboda-jan,n0nick,1
n0nick,evilsocket,1
evilsocket,guilleiguaran,1
arunagw,caike,1
caike,senny,3
pftg,dscataglini,1
sorentwo,thedarkone,1
thedarkone,bogdan,1
bogdan,sorentwo,1
limhoff-r7,rafaelfranca,2
Alamoz,senny,5
senny,rbhitchcock,1
rbhitchcock,gaurish,1
gaurish,Alamoz,4
Alamoz,rbhitchcock,8
NZKoz,gaurish,1
Alamoz,steveklabnik,9
Alamoz,Dorian,3
Dorian,guilleiguaran,1
guilleiguaran,Alamoz,13
al2o3cr,ankit8898,1
ankit8898,fxn,9
rafaelfranca,jonathantribouharet,2
rafaelfranca,alexspeller,1
prathamesh-sonpatki,Alamoz,1
Alamoz,dpdawson,1
dpdawson,senny,7
josevalim,edogawaconan,1
senny,ckruse,2
steveklabnik,ybart,1
ybart,rafaelfranca,3
egilburg,ybart,1
ybart,schneems,1
schneems,NZKoz,1
NZKoz,ybart,1
Alamoz,josevalim,1
robin850,strzalek,5
carlosantoniodasilva,strzalek,5
strzalek,guilleiguaran,7
guilleiguaran,egilburg,2
guilleiguaran,drogus,5
strzalek,rafaelfranca,8
strzalek,vipulnsward,5
strzalek,pftg,2
CodeMonkeyKevin,steveklabnik,2
CodeMonkeyKevin,rafaelfranca,2
glebm,steveklabnik,1
steveklabnik,kennyj,3
Exoth,n0nick,2
dmathieu,zaoooza92,2
pixeltrix,zaoooza92,1
miry,vipulnsward,1
vipulnsward,josevalim,3
kennyj,eiked,1
eiked,zzak,1
pftg,willc0de4food,7
willc0de4food,steveklabnik,2
pftg,mitchkett,2
miry,willc0de4food,4
willc0de4food,guilleiguaran,1
kennyj,rob-anderson,1
rob-anderson,senny,2
rafaelfranca,nathanvda,2
robin850,artemeff,2
robin850,iwiznia,1
rafaelfranca,john-999,2
rafaelfranca,mfilej,2
robin850,dpdawson,2
dmathieu,KevinSjoberg,4
pftg,fxn,5
dmathieu,ankit8898,1
Alamoz,willnet,4
Alamoz,robin850,4
robin850,lucasmazza,2
guilleiguaran,lucasmazza,1
lucasmazza,Alamoz,1
fxn,Alamoz,1
Alamoz,urielka,4
Alamoz,rafaelfranca,6
pftg,Alamoz,4
mattdbridges,carlosantoniodasilva,8
fxn,jadeatucker,1
jadeatucker,pftg,1
Alamoz,dubek,2
pixeltrix,xaviershay,3
pixeltrix,carlosantoniodasilva,10
rafaelfranca,sanemat,6
NZKoz,tomykaira,1
tomykaira,schneems,2
tomykaira,steveklabnik,1
steveklabnik,henrikhodne,1
henrikhodne,JonRowe,2
pftg,yuribol,2
pftg,dredozubov,1
dredozubov,Alamoz,1
Alamoz,nudnic,1
nudnic,pftg,1
arunagw,Sega100500,1
Sega100500,robin850,8
Sega100500,rafaelfranca,1
dredozubov,steveklabnik,1
steveklabnik,hardipe,2
hardipe,NZKoz,1
rafaelfranca,Nami-Doc,9
Nami-Doc,steveklabnik,2
pftg,adamjuras,1
arunagw,ankit8898,1
senny,KevinSjoberg,4
KevinSjoberg,steveklabnik,1
steveklabnik,schuetzm,1
Alamoz,mattdbridges,3
steveklabnik,dhh,8
dhh,blahedo,1
blahedo,rafaelfranca,3
vipulnsward,guilleiguaran,1
guilleiguaran,lserman,1
lserman,vipulnsward,1
thedarkone,kwerle,3
kwerle,rafaelfranca,3
arunagw,spagalloco,4
rafaelfranca,ma2gedev,8
steveklabnik,ma2gedev,2
carlosantoniodasilva,gsamokovarov,2
gsamokovarov,pftg,1
rafaelfranca,neerajdotname,41
neerajdotname,scambra,1
scambra,senny,2
carlosantoniodasilva,mhuggins,3
mhuggins,pftg,1
rafaelfranca,gshutler,1
raysrashmi,carlosantoniodasilva,1
fxn,josevalim,5
fxn,xuanxu,1
xuanxu,rafaelfranca,1
fxn,thedarkone,5
rafaelfranca,freegenie,2
pixeltrix,freegenie,3
dmitry,eladmeidar,1
eladmeidar,vsespb,1
radarek,pftg,3
pftg,macool,2
senny,vision2910,1
rafaelfranca,1337807,7
rafaelfranca,mjc,3
1337807,mjc,3
edogawaconan,vipulnsward,2
carlosantoniodasilva,jonleighton,11
jonleighton,arunagw,2
pixeltrix,yahonda,2
neerajdotname,arunagw,5
arunagw,romaindoumenc,3
arunagw,kares,2
senny,ryan-endacott,1
schneems,adamcrown,1
frodsan,carlosantoniodasilva,2
carlosantoniodasilva,mclee,1
gsamokovarov,teamon,1
teamon,pixeltrix,3
rafaelfranca,yangchenyun,10
jonleighton,amatsuda,2
amatsuda,neerajdotname,1
neerajdotname,jonleighton,38
arunagw,paleo9,1
paleo9,fxn,1
steveklabnik,pierre-schambacher,2
pierre-schambacher,pftg,2
carlosantoniodasilva,neerajdotname,29
pjungwir,rafaelfranca,3
rafaelfranca,frodsan,8
carlosantoniodasilva,dteoh,1
dteoh,Alamoz,1
aditya-kapoor,carlosantoniodasilva,4
diatmpravin,paranpiano,1
paranpiano,robin850,1
frodsan,guilleiguaran,7
guilleiguaran,kaspth,3
kaspth,mattdbridges,3
mattdbridges,strzalek,1
vipulnsward,kaspth,5
kaspth,strzalek,2
kaspth,pftg,3
senny,frodsan,7
senny,grepruby,3
vision2910,pftg,2
maoe,pixeltrix,2
schneems,carlosantoniodasilva,7
josevalim,bcardarella,1
bcardarella,simi,4
pftg,phoet,1
phoet,agrobbin,1
agrobbin,rafaelfranca,1
rafaelfranca,gsamokovarov,8
gsamokovarov,prathamesh-sonpatki,2
robin850,gsamokovarov,2
carlosantoniodasilva,yangchenyun,3
yangchenyun,zhouguangming,1
zhouguangming,carlosantoniodasilva,1
pftg,ryancw,1
arunagw,dkaplan88,1
dkaplan88,carlosantoniodasilva,1
ryan-endacott,armhold,2
CKHere,fxn,2
CKHere,pftg,6
CKHere,Alamoz,1
schneems,steveklabnik,22
rafaelfranca,JonRowe,16
vipulnsward,neerajdotname,7
rafaelfranca,yahonda,12
josevalim,davidbalbert,1
davidbalbert,rafaelfranca,1
carlosantoniodasilva,davidbalbert,1
davidbalbert,gsamokovarov,5
gsamokovarov,thedarkone,2
rafaelfranca,aghull,4
josevalim,josh,3
josh,rafaelfranca,4
dhh,trevorturk,3
trevorturk,josh,1
josh,dhh,1
dhh,mastahyeti,1
mastahyeti,josh,4
josh,NZKoz,7
NZKoz,postmodern,1
postmodern,josh,1
NZKoz,ptoomey3,5
ptoomey3,josh,1
mastahyeti,ptoomey3,2
steveklabnik,alexbartlow,1
alexbartlow,senny,2
carlosantoniodasilva,egilburg,6
egilburg,alexbartlow,4
alexbartlow,rafaelfranca,1
rafaelfranca,tenderlove,9
al2o3cr,grepruby,1
grepruby,pftg,2
carlosantoniodasilva,nfedyashev,2
carlosantoniodasilva,dmitry,3
strzalek,wangjohn,1
carlosantoniodasilva,kirs,1
kirs,steveklabnik,1
steveklabnik,anayden,1
manzhikov,arunagw,1
arunagw,shioyama,1
shioyama,manzhikov,4
schneems,mikel,1
acapilleri,steveklabnik,7
steveklabnik,pisaacs,3
pisaacs,acapilleri,1
carlosantoniodasilva,grosser,3
jonleighton,steveklabnik,5
strzalek,senny,4
bf4,guilleiguaran,5
bf4,steveklabnik,4
dhh,bf4,14
guilleiguaran,dhh,3
bf4,josevalim,3
josevalim,dhh,1
carlosantoniodasilva,kennyj,5
rafaelfranca,firedev,1
senny,khustochka,7
khustochka,carlosantoniodasilva,3
schneems,neerajdotname,4
steveklabnik,WvanLelyveld,2
carlosantoniodasilva,wangjohn,23
schneems,ykzts,2
steveklabnik,ykzts,2
arunagw,ykzts,1
senny,edg3r,3
steveklabnik,alexrothenberg,1
alexrothenberg,davidcelis,1
davidcelis,pftg,2
vipulnsward,gsamokovarov,3
gsamokovarov,schneems,1
schneems,vipulnsward,4
vipulnsward,dougo,1
dougo,retoo,1
retoo,vipulnsward,1
davidcelis,callmeed,1
callmeed,pastafari,1
arunagw,jonathantribouharet,3
jonathantribouharet,steveklabnik,1
arunagw,oelmekki,1
oelmekki,jonathantribouharet,2
oelmekki,drewsheneman,2
steveklabnik,neerajdotname,12
neerajdotname,awilliams,1
awilliams,senny,7
pixeltrix,awilliams,1
steveklabnik,edg3r,1
edg3r,pftg,1
pftg,seanwalbran,1
seanwalbran,dmathieu,2
seanwalbran,edg3r,2
steveklabnik,Intrepidd,4
Intrepidd,bjackson,1
bjackson,pixeltrix,1
josevalim,takkanm,1
acapilleri,jcoyne,1
jcoyne,senny,10
arunagw,yelinaung,1
guilleiguaran,nettsundere,1
nettsundere,medBouzid,1
medBouzid,robin850,2
medBouzid,Chun-Yang,1
carlosantoniodasilva,drewda,2
spastorino,RyanonRails,3
pashamur,serv,1
serv,steveklabnik,1
vipulnsward,spastorino,2
spastorino,dmathieu,1
spastorino,carlosantoniodasilva,6
steveklabnik,spastorino,2
rafaelfranca,Samsinite,1
nolman,steveklabnik,5
rafaelfranca,xqwztis,1
xqwztis,steveklabnik,2
steveklabnik,rickmzp,3
rickmzp,tenderlove,2
ryancw,acapilleri,1
acapilleri,mdemare,1
mdemare,steveklabnik,1
nolman,rafaelfranca,1
arunagw,osandroribeiro,2
arunagw,christhekeele,1
christhekeele,osandroribeiro,1
osandroribeiro,rafaelfranca,1
carlosantoniodasilva,arkiver,1
arkiver,senny,2
senny,j03w,2
rajars2576,senny,3
rajars2576,pftg,2
senny,filipegiusti,7
senny,balvig,1
arunagw,tricknotes,1
tricknotes,rafaelfranca,2
tricknotes,carlosantoniodasilva,1
schneems,morcmarc,1
carlosantoniodasilva,Princetambar,2
Princetambar,arunagw,1
filipegiusti,jkchow,1
jkchow,steveklabnik,1
guilleiguaran,NZKoz,2
arunagw,mokevnin,1
mokevnin,senny,1
senny,istana,1
istana,steveklabnik,3
senny,cristianferrarig,1
carlosantoniodasilva,filipegiusti,1
filipegiusti,adnandoric,1
adnandoric,senny,1
senny,achiinto,1
achiinto,takehiro,1
takehiro,senny,8
takehiro,Shelvak,1
davejachimiak,ekampp,1
ekampp,GICodeWarrior,1
guilleiguaran,mschulkind,1
josevalim,yangchenyun,2
filipegiusti,pixeltrix,1
pixeltrix,LeonB,1
acapilleri,rafaelfranca,2
senny,fny,2
senny,yangchenyun,4
wangjohn,jonleighton,5
rafaelfranca,fny,2
arunagw,rajars2576,6
carlosantoniodasilva,rajars2576,4
acapilleri,egilburg,2
tenderlove,fxn,5
fxn,jingweno,2
mjtko,drogus,4
pftg,amitavmohanty01,1
amitavmohanty01,senny,2
amitavmohanty01,tisba,1
tisba,senny,4
tisba,saneshark,1
pftg,christhekeele,1
christhekeele,DavidRagone,3
christhekeele,acapilleri,2
chapmajs,senny,1
senny,tkhr,11
tkhr,steveklabnik,3
senny,take,1
take,tkhr,2
decasia,turboladen,1
turboladen,steveklabnik,1
senny,dim,1
dim,carlosantoniodasilva,3
egilburg,drogus,1
rafaelfranca,fredwu,10
josevalim,fredwu,3
steveklabnik,teohm,2
teohm,tjschuck,2
pftg,cristian-rivera,6
senny,willbryant,2
pixeltrix,willbryant,6
woto,rafaelfranca,1
fredwu,woto,1
carlosantoniodasilva,sbeckeriv,2
schneems,hone,2
hone,drogus,1
pftg,mattdbridges,1
mattdbridges,mattmacleod,1
mattmacleod,gsamokovarov,1
mattdbridges,akalyaev,1
akalyaev,steveklabnik,1
steveklabnik,mattdbridges,4
senny,dmarkow,9
dmarkow,huoxito,1
huoxito,neerajdotname,1
neerajdotname,dmarkow,1
dmarkow,benwalsh,1
benwalsh,neerajdotname,1
neerajdotname,NealKemp,1
NealKemp,stephankaag,1
stephankaag,flyingolivier,1
flyingolivier,skyporter,1
skyporter,indrekj,1
Empact,senny,8
Empact,carlosantoniodasilva,1
senny,joeellis,1
joeellis,sydneyitguy,1
sydneyitguy,huetsch,1
huetsch,egru,1
egru,mbusch,1
mbusch,manusajith,1
manusajith,siddharthbhagwan,1
siddharthbhagwan,njakobsen,1
njakobsen,chriserik,1
chriserik,adamfortuna,1
adamfortuna,teeg82,1
teeg82,huetsch,3
senny,tute,2
steveklabnik,dpbus,1
tenderlove,rubys,3
grosser,rafaelfranca,2
grosser,neerajdotname,2
grosser,arthurnn,3
neerajdotname,hadmut,2
arunagw,dhh,1
dhh,senny,2
arunagw,yhara,1
neerajdotname,DrTom,1
DrTom,tenderlove,1
tenderlove,neerajdotname,2
rafaelfranca,DrTom,1
DrTom,ilkerinanc,1
ilkerinanc,neerajdotname,2
ilkerinanc,yoka,1
yoka,robin850,1
robin850,ilkerinanc,2
neerajdotname,khustochka,2
khustochka,steveklabnik,1
steveklabnik,michaelimstepf,1
senny,sbagdat,5
radar,rafaelfranca,3
radar,davidcelis,2
davidcelis,geermc4,1
geermc4,mrpollo,1
mrpollo,davidcelis,2
radar,mrpollo,1
jgaskins,KevinSjoberg,2
jgaskins,senny,1
davejachimiak,egilburg,2
davejachimiak,neerajdotname,3
jonleighton,davejachimiak,1
steveklabnik,sbeckeriv,4
pixeltrix,devdaturum,1
pacoguzman,rafaelfranca,2
BaylorRae,steveklabnik,1
senny,samwgoldman,1
samwgoldman,rafaelfranca,1
fxn,KevinColemanInc,9
fxn,drogus,2
KevinColemanInc,drogus,1
carlosantoniodasilva,sbagdat,1
carlosantoniodasilva,MSch,1
rafaelfranca,alexpeattie,1
alexpeattie,carlosantoniodasilva,2
arunagw,killthekitten,8
carlosantoniodasilva,mariozig,1
mariozig,christhekeele,3
josevalim,arunagw,2
pixeltrix,yangchenyun,1
steveklabnik,michihuber,2
steveklabnik,jtippett,1
jtippett,speedmax,1
speedmax,shipstar,1
shipstar,michihuber,1
Mik-die,wyaeld,1
wyaeld,rafaelfranca,2
tovodeverett,senny,7
thinkerbot,senny,1
senny,alindeman,4
tenderlove,bogdan,2
killthekitten,fxn,10
senny,rainerborene,2
pjg,carlosantoniodasilva,2
senny,sysadm,3
sysadm,carlosantoniodasilva,1
josevalim,alexbartlow,1
alexbartlow,schneems,1
schneems,egilburg,2
bcardarella,leebrooks0,10
leebrooks0,rafaelfranca,4
rafaelfranca,bcardarella,2
senny,sjain1107,2
michaelmwu,kenips,1
kenips,carlosantoniodasilva,1
josevalim,gsamokovarov,1
arunagw,canopyone,2
neerajdotname,Bertg,3
Bertg,butsjoh,1
butsjoh,carlosantoniodasilva,1
carlosantoniodasilva,Bertg,4
Bertg,senny,2
Bertg,tenderlove,1
tenderlove,wangjohn,4
josevalim,Bertg,1
schuetzm,dtaniwaki,3
dtaniwaki,senny,1
NZKoz,spastorino,2
NZKoz,senny,2
pixeltrix,thedarkone,3
arunagw,findchris,1
findchris,rafaelfranca,2
schneems,zolzaya,1
zolzaya,senny,2
rajars2576,schneems,2
rajars2576,rafaelfranca,1
senny,armstrjare,6
armstrjare,rafaelfranca,1
andrewtabit,nchainani,3
nchainani,sgonyea,1
sgonyea,robin850,1
dmitry,sikachu,1
arunagw,bobbdelsol,1
senny,mjc,1
mjc,rhulse,1
arunagw,spieker,2
robin850,diatmpravin,1
diatmpravin,bogdan,1
bogdan,christophemaximin,1
christophemaximin,oelmekki,1
oelmekki,schuetzm,7
schuetzm,robin850,1
robin850,oelmekki,3
schuetzm,apneadiving,1
apneadiving,oelmekki,1
oelmekki,mekishizufu,1
mekishizufu,MaximeD,1
MaximeD,oelmekki,1
oelmekki,leemour,1
leemour,christhekeele,1
christhekeele,rShetty,1
rShetty,artemeff,1
artemeff,oelmekki,1
oelmekki,NARKOZ,1
NARKOZ,schuetzm,1
oelmekki,mauricioszabo,3
oelmekki,fjsj,1
fjsj,steveklabnik,1
steveklabnik,oelmekki,1
oelmekki,barkerja,1
barkerja,jacortinas,1
jacortinas,pboling,1
pboling,sikachu,1
sikachu,oelmekki,1
oelmekki,DavidRagone,1
DavidRagone,foca,1
foca,oelmekki,3
oelmekki,Ostrzy,1
Ostrzy,mauricioszabo,1
oelmekki,stiff,2
oelmekki,garysweaver,2
steveklabnik,imton,1
imton,WilliamDenniss,1
WilliamDenniss,rickmzp,1
rickmzp,kelvinst,1
kelvinst,camarao,2
kelvinst,sakuro,1
sakuro,wcamarao,1
wcamarao,tiagoefmoraes,1
robin850,jonleighton,1
arunagw,mtparet,1
mtparet,senny,7
steveklabnik,diatmpravin,1
diatmpravin,fxn,2
diatmpravin,arunagw,1
dmarkow,davejachimiak,1
sikachu,Rodel30,1
sikachu,makaroni4,1
pixeltrix,makaroni4,9
pixeltrix,killthekitten,1
killthekitten,PavelDemyanenko,1
PavelDemyanenko,schneems,1
schneems,makaroni4,1
makaroni4,steveklabnik,1
makaroni4,kirs,1
rafaelfranca,makaroni4,1
mattdbridges,makaroni4,1
rubys,kapouer,2
fxn,colszowka,1
steveklabnik,rihadik,2
rihadik,AJ-Acevedo,2
fxn,iHiD,4
senny,dougal,1
dougal,jimjh,1
jimjh,emaiax,2
mlitwiniuk,senny,1
senny,jeremyrichardson88,1
jeremyrichardson88,robin850,1
steveklabnik,ka8725,1
ka8725,arunagw,5
ka8725,karabitski,1
karabitski,carlosantoniodasilva,1
carlosantoniodasilva,ka8725,5
dmathieu,907th,7
acapilleri,kamasheto,1
kamasheto,pixeltrix,1
goshakkk,ka8725,1
ka8725,thedarkone,5
ka8725,al2o3cr,2
thedarkone,steveklabnik,1
adamgamble,acapilleri,1
dmathieu,schneems,1
schneems,907th,1
arunagw,rajcybage,5
pixeltrix,Titinux,4
rudle,schneems,1
schneems,xaviershay,1
xaviershay,steveklabnik,1
steveklabnik,tamird,1
rafaelfranca,teeparham,1
907th,rafaelfranca,5
kennyj,907th,1
rajcybage,dmathieu,4
rajcybage,kennyj,2
carlosantoniodasilva,hone,2
rafaelfranca,mrbrdo,8
mrbrdo,ebeigarts,6
rafaelfranca,ionutliviu,1
rafaelfranca,southpolesteve,1
southpolesteve,fxn,2
southpolesteve,carlosantoniodasilva,2
southpolesteve,senny,3
strzibny,dmathieu,1
dmathieu,voxik,1
voxik,sferik,1
sferik,strzibny,5
strzibny,net1957,3
net1957,robin850,1
robin850,strzibny,1
net1957,sferik,2
sferik,rafaelfranca,1
rafaelfranca,strzibny,1
sferik,chitsaou,1
chitsaou,spastorino,1
spastorino,sferik,1
sferik,bjhess,1
fxn,gaurish,3
gaurish,nishantmodak,2
neerajdotname,krainboltgreene,1
ptn,egilburg,2
egilburg,rovermicrover,1
guilleiguaran,bogdan,2
bogdan,carlosantoniodasilva,3
carlosantoniodasilva,noma4i,1
noma4i,fxn,1
fxn,fschwahn,1
fschwahn,pixeltrix,1
kennyj,adnandoric,2
otobrglez,rafaelfranca,2
otobrglez,ryudice,1
arunagw,gsamokovarov,1
arunagw,wangjohn,3
vipulnsward,RStankov,1
RStankov,rafaelfranca,3
senny,afeld,2
atambo,arunagw,3
arunagw,akreiling,2
atambo,steveklabnik,5
steveklabnik,railstutorial,2
steveklabnik,al2o3cr,2
al2o3cr,rafaelfranca,4
rafaelfranca,railstutorial,1
lsylvester,schneems,1
schneems,arunagw,3
jridgewell,pftg,1
pftg,courtsimas,1
courtsimas,jridgewell,1
vipulnsward,fxn,5
bhavinjavia,kennyj,1
kennyj,tenderlove,2
kennyj,davidbalbert,1
senny,avit,1
senny,kuboon,1
rafaelfranca,apat,2
apat,acapilleri,3
apat,aditya-kapoor,2
rafaelfranca,aditya-kapoor,24
aditya-kapoor,guilleiguaran,1
guilleiguaran,josh,1
josh,apat,1
acapilleri,amitkaz,1
amitkaz,guilleiguaran,1
guilleiguaran,apat,1
nertzy,fbernier,1
fbernier,aredondo,1
route,rafaelfranca,1
senny,route,4
route,steveklabnik,7
rafaelfranca,jarmo,2
rafaelfranca,conradwt,1
conradwt,senny,2
conradwt,steveklabnik,1
dmathieu,bogdan,3
bogdan,robin850,1
josevalim,chuckbergeron,1
pixeltrix,wangjohn,4
wangjohn,sikachu,1
rafaelfranca,garydwatson,1
garydwatson,steveklabnik,1
rafaelfranca,diegoqlima,5
neerajdotname,pixeltrix,2
senny,shlima,1
shlima,steveklabnik,2
steveklabnik,knoopx,2
carlosantoniodasilva,jmondo,4
aditya-kapoor,PlugIN73,2
rafaelfranca,PlugIN73,3
PlugIN73,schneems,2
steveklabnik,mokevnin,1
mokevnin,pacoguzman,2
josevalim,carlosantoniodasilva,7
josevalim,avk,1
rafaelfranca,eiel,3
eiel,senny,2
rafaelfranca,xhoy,8
JonRowe,xhoy,1
pixeltrix,ccallebs,1
ccallebs,NZKoz,1
NZKoz,egilburg,1
egilburg,dhh,1
josevalim,bogdan,3
josevalim,homakov,1
homakov,bogdan,1
nfm,narutosanjiv,1
narutosanjiv,mmontossi,1
jsteiner,jmondo,1
jmondo,senny,1
steveklabnik,javan,1
javan,trevorturk,1
senny,ortowskj,2
steveklabnik,rosswilson,2
steveklabnik,adamgamble,5
adamgamble,chuckbergeron,1
chuckbergeron,senny,3
martintsch,vipulnsward,1
vipulnsward,mrsimo,1
mrsimo,jmondo,2
mrsimo,sikachu,1
ptn,arunagw,2
josevalim,frankapimenta,5
senny,marceloeloelo,1
marceloeloelo,robin850,2
carlosantoniodasilva,tkhr,17
tkhr,schneems,1
rajcybage,fxn,1
pacoguzman,schneems,1
carlosantoniodasilva,rubys,5
rubys,sivertsenstian,1
al2o3cr,pixeltrix,1
pixeltrix,graduss,1
senny,courtsimas,1
courtsimas,nfm,1
nfm,senny,3
dlarrabee,pduersteler,1
pduersteler,konung,1
dmitrydims,carlosantoniodasilva,1
rafaelfranca,apotonick,12
apotonick,josevalim,2
egilburg,neerajdotname,5
neerajdotname,al2o3cr,2
jonleighton,senny,15
josevalim,os97673,1
bogdan,acapilleri,1
josevalim,MSch,5
senny,nickborromeo,2
nickborromeo,pixeltrix,4
nickborromeo,steveklabnik,11
pixeltrix,JeanMertz,3
JeanMertz,adamrixey,1
adamrixey,pixeltrix,2
AJ-Acevedo,senny,1
steveklabnik,ptn,3
jeremy,zzak,2
zzak,diwa,1
diwa,zenspider,1
steveklabnik,mperham,1
mperham,dashbitla,5
dashbitla,thedarkone,2
steveklabnik,josevalim,16
steveklabnik,raykrueger,1
raykrueger,rafaelfranca,1
senny,slivu,3
jwaldrip,rafaelfranca,2
jwaldrip,senny,4
jwaldrip,beerlington,1
likethesky,aselder,1
aselder,pixeltrix,1
pixeltrix,vipulnsward,10
vipulnsward,aminariana,1
aminariana,pixeltrix,1
fxn,trevorturk,5
trevorturk,twmills,2
twmills,fxn,1
twmills,rafaelfranca,1
fxn,dhh,3
trevorturk,zzak,1
arunagw,kennyj,1
kennyj,prathamesh-sonpatki,1
akalyaev,pixeltrix,1
egilburg,fabiokr,1
fabiokr,tiegz,1
tiegz,dmathieu,1
rafaelfranca,fabiokr,2
arunagw,jholton,1
jstrocel,AJ-Acevedo,1
rafaelfranca,frankapimenta,3
frankapimenta,codeodor,12
zenspider,rubys,5
joshuaclayton,sgrif,8
joshuaclayton,egilburg,1
egilburg,sgrif,10
sgrif,rafaelfranca,11
rafaelfranca,jferris,2
jferris,sgrif,4
egilburg,michaelglass,1
josevalim,jcoglan,1
jcoglan,schneems,1
senny,aderyabin,1
tkhr,al2o3cr,2
tkhr,phstc,2
ptn,vipulnsward,2
farleyknight,steveklabnik,1
ptn,farleyknight,2
ptn,senny,3
ptn,neerajdotname,1
neerajdotname,iwiznia,1
iwiznia,iwz,1
iwz,maukoquiroga,1
maukoquiroga,christhekeele,1
christhekeele,pond,1
pond,wbyoung,1
sobrinho,farleyknight,1
rafaelfranca,eloyesp,3
md5,rafaelfranca,2
shlima,parndt,1
mikecmpbll,rafaelfranca,3
steveklabnik,mikecmpbll,1
mikecmpbll,thingista,1
thingista,radar,1
rafaelfranca,sparky28677,1
