from,to,weight
adrianholovaty,jezdez,2
jezdez,tswicegood,2
charettes,niwibe,1
niwibe,akaariai,11
lqc,httpdss,1
httpdss,aaugustin,1
ubernostrum,bradbeattie,1
bradbeattie,apollo13,1
pvanderlinden,adrianholovaty,1
dittaeva,ei-grad,1
alex,etianen,1
etianen,aaugustin,2
etianen,apollo13,1
ramiro,SmileyChris,1
SmileyChris,alex,1
alex,ogier,1
ogier,SmileyChris,1
alex,duilio,1
akaariai,pzinovkin,6
akaariai,dswarbrick,1
rpedigoni,exogen,1
rpedigoni,apollo13,2
rpedigoni,ulope,1
akaariai,natebragg,2
akaariai,airstrike,1
pelme,ramiro,1
adrianholovaty,techtonik,1
techtonik,akaariai,2
pahko,adrianholovaty,1
akaariai,freakboy3742,1
freakboy3742,niwibe,1
claudep,Vladimiroff,1
Vladimiroff,apollo13,1
alex,adrianholovaty,1
marcneuwirth,eduardocereto,1
eduardocereto,mlavin,1
mlavin,alex,1
jezdez,jphalip,2
jezdez,akaariai,1
apollo13,matthewwithanm,4
uruz,matthewwithanm,1
tvaughan,lqc,2
